20191231,206437000.0
20201231,216687000.0
20211231,226944000.0
20221231,237093000.0
20231231,247078000.0
20241231,256840000.0
20251231,266321000.0
20261231,275463000.0
20271231,284207000.0
20281231,292497000.0
20291231,300276000.0
20301231,307493000.0
20311231,314097000.0
20321231,320042000.0
20331231,325285000.0
20341231,329789000.0
20351231,333520000.0
20361231,336451000.0
20371231,338560000.0
20381231,339832000.0
20391231,340258000.0
20401231,339832000.0
20411231,338560000.0
20421231,336451000.0
20431231,333520000.0
20441231,329789000.0
20451231,325285000.0
20461231,320042000.0
20471231,314097000.0
20481231,307493000.0
20491231,300276000.0
20501231,292497000.0
20511231,284207000.0
20521231,275463000.0
20531231,266321000.0
20541231,256840000.0
20551231,247078000.0
20561231,237093000.0
20571231,226944000.0
20581231,216687000.0
20591231,206377000.0
20601231,226066000.0
20611231,185806000.0
20621231,175643000.0
20631231,165621000.0
20641231,155781000.0
20651231,146160000.0
20661231,186791000.0
20671231,177702000.0
20681231,148920000.0
20691231,150465000.0
